main_category,subcategory,title,author,url,source
Arts & Culture,Architecture,Twelve years a slave,Solomon Northup,https://openlibrary.org/works/OL78871W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,Twentieth Century Standard Puzzle Book,,https://www.gutenberg.org/ebooks/63884,gutenberg
Literature,Classics of Literature,Twenty Thousand Leagues under the Sea,Jules Verne,https://www.gutenberg.org/ebooks/164,gutenberg
Literature,Novels,Twenty years after,Alexandre Dumas and Auguste Maquet,https://www.gutenberg.org/ebooks/1259,gutenberg
Arts & Culture,Fashion,"Two Centuries of Costume in America, Volume 1 (1620-1820)",Alice Morse Earle,https://www.gutenberg.org/ebooks/10115,gutenberg
Education & Reference,Teaching & Education,Types of News Writing,Willard Grosvenor Bleyer,https://www.gutenberg.org/ebooks/59606,gutenberg
Literature,Classics of Literature,Ulysses,James Joyce,https://www.gutenberg.org/ebooks/4300,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,Unbored,"Elizabeth Foy Larsen, Joshua Glenn",https://openlibrary.org/works/OL16617811W,openlibrary
Literature,American Literature,Uncle Tom's Cabin,Harriet Beecher Stowe,https://openlibrary.org/works/OL152161W,openlibrary
Health & Medicine,Nutrition,Understanding Nutrition,"Eleanor Noss Whitney, ELLIE WHITNEY / SHARON RADY ROLFES, Whitney, Sharon Rady Rolfes",https://openlibrary.org/works/OL1953253W,openlibrary
Literature,American Literature,Up from Slavery,Booker T. Washington,https://openlibrary.org/works/OL357501W,openlibrary
Literature,British Literature,Utopia,Thomas More,https://openlibrary.org/works/OL15366912W,openlibrary
Literature,Classics of Literature,Vanity Fair,William Makepeace Thackeray,https://www.gutenberg.org/ebooks/599,gutenberg
Literature,German Literature,Venus in Furs,Ritter von Leopold Sacher-Masoch,https://www.gutenberg.org/ebooks/6852,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,Views of nature: or Contemplations on the sublime phenomena of creation,Alexander von Humboldt,https://www.gutenberg.org/ebooks/67684,gutenberg
Literature,British Literature,"Villette, a novel",Charlotte Brontë,https://openlibrary.org/works/OL1095403W,openlibrary
Arts & Culture,Architecture,Vincent van Gogh,"Vincent van Gogh, Colta Ives, Sjraar van Heugten, Marije Vellekoop, Ingo F. Walther, Rainer Metzger, Louis van Tilborgh, Johannes von Uitert, Schapiro, Meyer",https://openlibrary.org/works/OL518262W,openlibrary
Literature,Biographies,Vita nuova,"Dante Alighieri, Dante Gabriel Rossetti, Michael Palmer, Dante Rossetti, Roger Grass",https://openlibrary.org/works/OL93228W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,"Vom Ende der Unschuld. Oder Das sexuelle Drama, eine Frau zu werden",Naomi Wolf,https://openlibrary.org/works/OL3348663W,openlibrary
History,History - Ancient,Voĭny i︠a︡zycheskoĭ Rusi,Valeriĭ Shambarov,https://openlibrary.org/works/OL32605750W,openlibrary
History,History - Ancient,Vostochnoslavi︠a︡nskiĭ mir Dnepro-Donskogo mezhdurechʹi︠a︡ v ėpokhu srednevekovʹi︠a︡,"Anna Nikolaevna Moskalenko, A. Z. Vinnikov",https://openlibrary.org/works/OL32111892W,openlibrary
Literature,Biographies,Walden,Henry David Thoreau,https://openlibrary.org/works/OL55649W,openlibrary
Arts & Culture,"Essays, Letters & Speeches","Walden, and On The Duty Of Civil Disobedience",Henry David Thoreau,https://www.gutenberg.org/ebooks/205,gutenberg
History,History - European,Walks in Rome,Augustus J. C. Hare,https://www.gutenberg.org/ebooks/39308,gutenberg
Arts & Culture,Architecture,Wallpaper City Guide,Editors of Wallpaper Magazine,https://openlibrary.org/works/OL8369915W,openlibrary
Literature,Novels,War and Peace,graf Leo Tolstoy,https://www.gutenberg.org/ebooks/2600,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,What a Young Woman Ought to Know,Mary Wood-Allen,https://www.gutenberg.org/ebooks/28458,gutenberg
Literature,British Literature,When the Sleeper Awakes,H. G. Wells,https://openlibrary.org/works/OL52151W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,Where Did I Come From?,Peter Mayle,https://openlibrary.org/works/OL80511W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,Whipping Girl,Julia Serano,https://openlibrary.org/works/OL8930045W,openlibrary
Literature,"Crime, Thrillers & Mystery",Whose Body?,Dorothy L. Sayers,https://openlibrary.org/works/OL2234917W,openlibrary
History,History - Royalty,Who Was Queen Elizabeth? (Who Was...?),June Eding,https://openlibrary.org/works/OL8160457W,openlibrary
History,Archaeology & Anthropology,Who we are and how we got here,David Reich,https://openlibrary.org/works/OL19742015W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,Woman,William J. Robinson,https://www.gutenberg.org/ebooks/21840,gutenberg
Arts & Culture,Fashion,Woman as Decoration,Emily Burbank,https://www.gutenberg.org/ebooks/18901,gutenberg
History,History - Religious,"Woman, Church & State",Matilda Joslyn Gage,https://www.gutenberg.org/ebooks/45580,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Woman in Science,J. A. Zahm,https://www.gutenberg.org/ebooks/34912,gutenberg
Arts & Culture,"Essays, Letters & Speeches",Woman in the Nineteenth Century,Margaret Fuller,https://www.gutenberg.org/ebooks/8642,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Woman under socialism,August Bebel,https://www.gutenberg.org/ebooks/30646,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Women and economics,Charlotte Perkins Gilman,https://openlibrary.org/works/OL2772026W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Women & madness,"Phyllis Chesler, PHYLLIS CHESLER",https://openlibrary.org/works/OL1867086W,openlibrary
Arts & Culture,Fashion,Women's Bathing and Swimming Costume in the United States,Claudia Brush Kidwell,https://www.gutenberg.org/ebooks/37586,gutenberg
Science & Technology,Engineering & Technology,Woodworking Tools 1600-1900,Peter C. Welsh,https://www.gutenberg.org/ebooks/27238,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Working Women of Japan,Sidney Lewis Gulick,https://www.gutenberg.org/ebooks/35511,gutenberg
Literature,Classics of Literature,"Works [37 plays, 6 poems, sonnets]",William Shakespeare,https://openlibrary.org/works/OL259028W,openlibrary
History,Archaeology & Anthropology,World Prehistory and Archaeology,Michael Chazan,https://openlibrary.org/works/OL8024622W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,Wrestling and Wrestlers,Jacob Robinson and Sidney Gilpin,https://www.gutenberg.org/ebooks/37562,gutenberg
Arts & Culture,"Essays, Letters & Speeches","Writings in the United Amateur, 1915-1922",H. P. Lovecraft,https://www.gutenberg.org/ebooks/30637,gutenberg
History,Archaeology & Anthropology,Written in bone,"Sally M. Walker, Greg Abbey",https://openlibrary.org/works/OL15024364W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,"Yachting, Vol. 2","Marquis of Frederick Temple Blackwood Dufferin and Ava, R. T. Pritchett, James McFerran, G. L. Blake, and T. B. Middleton",https://www.gutenberg.org/ebooks/41973,gutenberg
Social Sciences & Society,Law & Criminology,You can't win,Jack Black,https://www.gutenberg.org/ebooks/69404,gutenberg
Education & Reference,Journals,Zeitschrift der Deutschen Morgenländischen Gesellschaft,Deutsche Morgenländische Gesellschaft,https://openlibrary.org/works/OL10724954W,openlibrary
Education & Reference,Journals,Zeitschrift für Deutsche Wortforschung,Friedrich Kluge,https://openlibrary.org/works/OL15719541W,openlibrary
Education & Reference,Journals,Zeitschrift für die Kunde des Morgenlandes,"Heinrich Ewald, Hans Conon von der Gabelentz, Johann Gottfried Ludwig Kosegarten, Christian Lassen, Carl Friedrich Neumann, Emil Roediger, Friedrich Rückert",https://openlibrary.org/works/OL15821352W,openlibrary
