main_category,subcategory,title,author,url,source
Social Sciences & Society,Law & Criminology,Mindhunter,"John E. Douglas, Mark Olshaker",https://openlibrary.org/works/OL119421W,openlibrary
Literature,Literature - Other,Mishneh Torah (Codification of Talmudic laws),Moses Maimonides,https://openlibrary.org/works/OL158334W,openlibrary
Arts & Culture,Fashion,Mistral's daughter,Judith Krantz,https://openlibrary.org/works/OL1853506W,openlibrary
Arts & Culture,"Essays, Letters & Speeches",Mémoires de Miss Coote: Exploits d'une fouetteuse britannique racontés par elle-même (French),Rosa Belinda Coote,https://www.gutenberg.org/ebooks/64830,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Män som hatar kvinnor,Stieg Larsson,https://openlibrary.org/works/OL5784622W,openlibrary
Literature,American Literature,"Moby Dick; Or, The Whale",Herman Melville,https://www.gutenberg.org/ebooks/2701,gutenberg
Education & Reference,Reports & Conference Proceedings,Moderator's report on conference proceedings,"Premier's Conference on Alberta's Economic Future (1992 Calgary, Alta.)",https://openlibrary.org/works/OL17105312W,openlibrary
Arts & Culture,Fashion,Modes and manners,Max von Boehn,https://openlibrary.org/works/OL10526790W,openlibrary
Literature,Biographies,More Letters of Charles Darwin — Volume 1,Charles Darwin,https://www.gutenberg.org/ebooks/2739,gutenberg
History,History - Other,Moreta,Anne McCaffrey,https://openlibrary.org/works/OL73386W,openlibrary
Social Sciences & Society,Law & Criminology,Mossad,"Michael Bar-Zohar, Nissim Mishal",https://openlibrary.org/works/OL20334242W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,Mr. Punch's Golf Stories,,https://www.gutenberg.org/ebooks/38683,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Mrs. Warren's Daughter: A Story of the Woman's Movement,Harry Johnston,https://www.gutenberg.org/ebooks/15380,gutenberg
Health & Medicine,Nutrition,Mrs. Wilson's Cook Book,Mary A. Wilson,https://www.gutenberg.org/ebooks/17438,gutenberg
Literature,"Crime, Thrillers & Mystery",Murder on the Links,Agatha Christie,https://openlibrary.org/works/OL472073W,openlibrary
Arts & Culture,Music,Music,Roger Kamien,https://openlibrary.org/works/OL2770497W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Musicophilia,Oliver Sacks,https://openlibrary.org/works/OL277255W,openlibrary
Literature,Biographies,My bondage and my freedom,Frederick Douglass,https://openlibrary.org/works/OL69179W,openlibrary
Literature,Biographies,"My Life and Loves, Vol. 1 (of 4)",Frank Harris,https://www.gutenberg.org/ebooks/59827,gutenberg
History,History - Royalty,My life in Sarawak,Lady Margaret Brooke,https://www.gutenberg.org/ebooks/76658,gutenberg
Arts & Culture,Music,My Life — Volume 1,Richard Wagner,https://www.gutenberg.org/ebooks/5197,gutenberg
Arts & Culture,Music,My Musical Life,Walter Damrosch,https://www.gutenberg.org/ebooks/58871,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,My own story,Emmeline Pankhurst,https://www.gutenberg.org/ebooks/34856,gutenberg
History,Archaeology & Anthropology,Myths of the Cherokee,James Mooney,https://www.gutenberg.org/ebooks/45634,gutenberg
History,History - European,"Napoleon's Letters to Josephine, 1796-1812",Emperor of the French Napoleon I,https://www.gutenberg.org/ebooks/37499,gutenberg
Literature,Biographies,Narrative of the life of Frederick Douglass,Frederick Douglass,https://openlibrary.org/works/OL69178W,openlibrary
Literature,Biographies,"Narrative of the Life of Frederick Douglass, an American Slave",Frederick Douglass,https://www.gutenberg.org/ebooks/23,gutenberg
Science & Technology,Engineering & Technology,NASA/DoD aerospace knowledge diffusion research project,Thomas E. Pinelli,https://openlibrary.org/works/OL8894965W,openlibrary
History,History - Other,Nathan der Weise,Gotthold Ephraim Lessing,https://openlibrary.org/works/OL929829W,openlibrary
History,History - Ancient,Naturalis historia,Pliny the Elder,https://openlibrary.org/works/OL1257866W,openlibrary
Religion & Philosophy,Religion/Spirituality,Nature,Ralph Waldo Emerson,https://www.gutenberg.org/ebooks/29433,gutenberg
Arts & Culture,Fashion,Needlework Economies: A Book of Mending and Making with Oddments and Scraps,,https://www.gutenberg.org/ebooks/48050,gutenberg
Arts & Culture,Music,Neue Ausgabe sämtlicher Werke,Johann Sebastian Bach,https://openlibrary.org/works/OL2912098W,openlibrary
Literature,Novels,Névtelen vár,Mór Jókai,https://openlibrary.org/works/OL861157W,openlibrary
Science & Technology,Engineering & Technology,Next,Michael Crichton,https://openlibrary.org/works/OL46904W,openlibrary
History,History - Ancient,Nicomachean Ethics,"Aristotle, J. A. Smith, Joe Sachs, Robert C. Bartlett, Susan D. Collins, L H. G. ed Greenwood",https://openlibrary.org/works/OL8273964W,openlibrary
Health & Medicine,Drugs/Alcohol/Pharmacology,"Nicotiana; Or, The Smoker's and Snuff-Taker's Companion",Henry James Meller,https://www.gutenberg.org/ebooks/36879,gutenberg
Literature,Novels,Noli Me Tangere (Tagalog),José Rizal,https://www.gutenberg.org/ebooks/20228,gutenberg
Literature,Classics of Literature,Northanger Abbey,Jane Austen,https://www.gutenberg.org/ebooks/121,gutenberg
Education & Reference,Reports & Conference Proceedings,Northern Nut Growers Association Report of the Proceedings at the 44th Annual Meeting,,https://www.gutenberg.org/ebooks/25703,gutenberg
Education & Reference,Reports & Conference Proceedings,Northern Nut Growers Association Report of the Proceedings at the Thirty-Eighth Annual Meeting,,https://www.gutenberg.org/ebooks/22721,gutenberg
Education & Reference,Reports & Conference Proceedings,Northern Nut Growers Report of the Proceedings at the Twenty-First Annual Meeting,,https://www.gutenberg.org/ebooks/20032,gutenberg
Literature,Literature - Other,"Notes and Queries, Number 137, June 12, 1852",Various,https://www.gutenberg.org/ebooks/42039,gutenberg
Literature,Literature - Other,"Notes and Queries, Number 235, April 29, 1854",Various,https://www.gutenberg.org/ebooks/31359,gutenberg
Literature,Literature - Other,"Notes and Queries, Number 23, April 6, 1850",Various,https://www.gutenberg.org/ebooks/12505,gutenberg
History,History - Other,"Notes and Queries, Number 82, May 24, 1851",Various,https://www.gutenberg.org/ebooks/28311,gutenberg
Literature,Literature - Other,"Notes and Queries, Vol. III, Number 86, June 21, 1851",Various,https://www.gutenberg.org/ebooks/37496,gutenberg
Education & Reference,Journals,"Notes and Queries, Vol. IV, Number 97, September 6, 1851",Various,https://www.gutenberg.org/ebooks/38433,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Not that bad,Roxane Gay,https://openlibrary.org/works/OL19739322W,openlibrary
Science & Technology,Science - Physics,"Novum Organum; Or, True Suggestions for the Interpretation of Nature",Francis Bacon,https://www.gutenberg.org/ebooks/45988,gutenberg
Science & Technology,Engineering & Technology,Nuclear waste,United States. General Accounting Office,https://openlibrary.org/works/OL565228W,openlibrary
Health & Medicine,Nutrition,Nutrition,"Frances Sizer Webb, Frances Sizer, Eleanor Noss Whitney, Frances Sienkiewicz Sizer",https://openlibrary.org/works/OL3349725W,openlibrary
Health & Medicine,Nutrition,Nutrition,"Lori A. Smolin, Mary B. Grosvenor",https://openlibrary.org/works/OL29066249W,openlibrary
Health & Medicine,Nutrition,Nutrition,"Lori A. Smolin, Smolin",https://openlibrary.org/works/OL3000098W,openlibrary
Health & Medicine,Nutrition,Nutrition & you : core concepts for good health,"Joan Salge Blake, Joan Blake",https://openlibrary.org/works/OL18165887W,openlibrary
Social Sciences & Society,Old Age & the Elderly,Obasute no keifu,Shigeru Kudō,https://openlibrary.org/works/OL13310793W,openlibrary
Social Sciences & Society,Old Age & the Elderly,Obasuteyama,Shigejirō Nishizawa,https://openlibrary.org/works/OL13403063W,openlibrary
Literature,Literature - Other,Obras escogidas (Spanish),Gustavo Adolfo Bécquer,https://www.gutenberg.org/ebooks/53552,gutenberg
History,History - Religious,"Observations upon the Prophecies of Daniel, and the Apocalypse of St. John",Isaac Newton,https://www.gutenberg.org/ebooks/16878,gutenberg
Literature,Classics of Literature,Oedipus King of Thebes,Sophocles,https://www.gutenberg.org/ebooks/27673,gutenberg
Arts & Culture,Architecture,Official Congressional Directory,"United States, United States Government Printing Office, Joint Committee on Printing Congress (U.S.), Joint Committee on Printing of the United States Congress, U S Congress, Claitors Law, Claitors Publishing Division, 52070065419, S/N 052-070-07187-7, 5270067179, 5270067187, Duane Nystrom, S/N 052-070-07111-7, Joint Committee on Printing, Joint Committee on Printing United States Congress, U. S. Congress, 5270062304, United States. Congress. Joint Committee on Printing, United States. Congress. Joint Committee on the Subject of the Public Printing, United States. Congress. Joint Committee on Public Printing, United States. Congress. House. Post Office, United States. Congress, Joint Committee on Printing, United States. Congress 2009), Paul Starkey, United States Congress. Joint Committee on Printing, United States Congress. Joint Committee on Printing , Michael, W. H, W. H. Michael , Joint Committee On Printing",https://openlibrary.org/works/OL430672W,openlibrary
Literature,British Literature,Of Human Bondage,William Somerset Maugham,https://openlibrary.org/works/OL505781W,openlibrary
Social Sciences & Society,Old Age & the Elderly,Old Age Deferred,Arnold Lorand,https://www.gutenberg.org/ebooks/64237,gutenberg
Literature,Novels,Oliver Twist,Charles Dickens,https://openlibrary.org/works/OL8193478W,openlibrary
History,Archaeology & Anthropology,Omens and Superstitions of Southern India,Edgar Thurston,https://www.gutenberg.org/ebooks/35690,gutenberg
History,Archaeology & Anthropology,Omnilingual,H. Beam Piper,https://www.gutenberg.org/ebooks/19445,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,One Hundred Proofs That the Earth Is Not a Globe,William Carpenter,https://www.gutenberg.org/ebooks/55387,gutenberg
Science & Technology,Science - Physics,On Growth and Form,D'Arcy Wentworth Thompson,https://www.gutenberg.org/ebooks/55264,gutenberg
History,History - Other,"On Heroes, Hero-Worship, and the Heroic in History",Thomas Carlyle,https://www.gutenberg.org/ebooks/1091,gutenberg
Social Sciences & Society,Politics,On Liberty,John Stuart Mill,https://openlibrary.org/works/OL1068091W,openlibrary
Arts & Culture,Music,On the Beach,Nevil Shute,https://openlibrary.org/works/OL2779754W,openlibrary
Social Sciences & Society,Politics,On the Duty of Civil Disobedience,Henry David Thoreau,https://www.gutenberg.org/ebooks/71,gutenberg
Literature,Classics of Literature,On the origin of species by means of natural selection,Charles Darwin,https://openlibrary.org/works/OL515051W,openlibrary
Literature,American Literature,On The Road,"Jack Kerouac, Ann Charters, Jack Kerouac, Julio Mario Santo Domingo Collection",https://openlibrary.org/works/OL65906W,openlibrary
Arts & Culture,Music,Opera,Publius Vergilius Maro,https://openlibrary.org/works/OL13086557W,openlibrary
Science & Technology,Science - Physics,"Opticks : or, A treatise of the reflections, refractions, inflections and colours of light",Isaac Newton,https://www.gutenberg.org/ebooks/33504,gutenberg
Literature,"Crime, Thrillers & Mystery",Ordeal by Innocence,Agatha Christie,https://openlibrary.org/works/OL472145W,openlibrary
Science & Technology,Science - Physics,Organic superconductors,"Takehiko Ishiguro, Kunihiko Yamaji, Gunzi Saito",https://openlibrary.org/works/OL1833663W,openlibrary
Arts & Culture,Fashion,Origin and Early History of the Fashion Plate,J. L. Nevinson,https://www.gutenberg.org/ebooks/34472,gutenberg
Literature,Biographies,Orlando,Virginia Woolf,https://openlibrary.org/works/OL39360W,openlibrary
Religion & Philosophy,Religion/Spirituality,Orthodoxy,"Gilbert Keith Chesterton, Damian Andre, Catholic Way Publishing Staff, Lucio Marcetti",https://openlibrary.org/works/OL76350W,openlibrary
History,Archaeology & Anthropology,Our Kind,Marvin Harris,https://openlibrary.org/works/OL35658W,openlibrary
Literature,Novels,Out From Boneville,"Jeff Smith, Jeff Smith",https://openlibrary.org/works/OL265609W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,"Outing; Vol. XIII.; October, 1888 to March, 1889",Various,https://www.gutenberg.org/ebooks/63593,gutenberg
Arts & Culture,Music,Overture to Tannhauser,"Richard Wagner, Staatsoper Berlin",https://openlibrary.org/works/OL579180W,openlibrary
Social Sciences & Society,Old Age & the Elderly,"Over weldoeners en wezen, bejaarden en bedeling",M. J. van Lieburg,https://openlibrary.org/works/OL2877264W,openlibrary
Arts & Culture,Architecture,Paekche ŭi sŏnggwak kwa kŏnchʻuk,Sahoe Kwahagwŏn (Korea : North). Kogohak Yŏn'guso,https://openlibrary.org/works/OL16702878W,openlibrary
History,History - Royalty,Palace Papers,Tina Brown,https://openlibrary.org/works/OL26355405W,openlibrary
Religion & Philosophy,Religion/Spirituality,Paradise Lost,John Milton,https://www.gutenberg.org/ebooks/26,gutenberg
Arts & Culture,Fashion,Paris and the Parisians in 1835 (Vol. 2),Frances Milton Trollope,https://www.gutenberg.org/ebooks/39710,gutenberg
History,History - Religious,Parish Priests and Their People in the Middle Ages in England,Edward Lewes Cutts,https://www.gutenberg.org/ebooks/42180,gutenberg
Religion & Philosophy,Religion/Spirituality,Pascal's Pensées,Blaise Pascal,https://www.gutenberg.org/ebooks/18269,gutenberg
Arts & Culture,Fashion,Patterns of fashion,Janet Arnold,https://openlibrary.org/works/OL1677525W,openlibrary
Literature,Biographies,"Pen-portraits of literary women : by themselves and others, Volume 2 (of 2)",,https://www.gutenberg.org/ebooks/70200,gutenberg
Arts & Culture,Fashion,People,"Editors of People Magazine, Richard Sanders",https://openlibrary.org/works/OL8941166W,openlibrary
Literature,Classics of Literature,Peter Pan,J. M. Barrie,https://www.gutenberg.org/ebooks/16,gutenberg
Religion & Philosophy,Religion/Spirituality,Phallic Miscellanies,Hargrave Jennings,https://www.gutenberg.org/ebooks/36254,gutenberg
History,History - Ancient,Phallic Worship,Hargrave Jennings,https://www.gutenberg.org/ebooks/67969,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,Pharmacogenomics Of Alcohol And Drugs Of Abuse,Loralie J. Langman,https://openlibrary.org/works/OL17460717W,openlibrary
Health & Medicine,Drugs/Alcohol/Pharmacology,Pharmacographia,Friedrich A. Flückiger and Daniel Hanbury,https://www.gutenberg.org/ebooks/67691,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,Pharmacological treatments for alcoholism,"Griffith Edwards, John Littleton",https://openlibrary.org/works/OL17090428W,openlibrary
Science & Technology,Science - Physics,Philosophiae Naturalis Principia Mathematica (Latin),Isaac Newton,https://www.gutenberg.org/ebooks/28233,gutenberg
Science & Technology,Science - Physics,Physics of the solar system,"B. Bertotti, Paolo Farinella, David Vokrouhlický, P. Farinella, D. Vokrouhlicky",https://openlibrary.org/works/OL4791589W,openlibrary
Arts & Culture,Architecture,Plan of Chicago,"Daniel Hudson Burnham, Edward H. Bennett, and Commercial Club of Chicago",https://www.gutenberg.org/ebooks/76669,gutenberg
History,History - Ancient,Plationica I,I︠U︡. A. Shichalin,https://openlibrary.org/works/OL32559596W,openlibrary
Literature,American Literature,Plays,Susan Glaspell,https://www.gutenberg.org/ebooks/10623,gutenberg
History,History - Other,Plays (36),William Shakespeare,https://openlibrary.org/works/OL362289W,openlibrary
Arts & Culture,"Essays, Letters & Speeches",Plutarch's Morals,Plutarch,https://www.gutenberg.org/ebooks/23639,gutenberg
Arts & Culture,Fashion,Pocket Bios,Al Berenger,https://openlibrary.org/works/OL20157039W,openlibrary
Literature,British Literature,Poems,William Wordsworth,https://openlibrary.org/works/OL26386W,openlibrary
History,History - Ancient,Poetics,"Aristotle, Leon Golden, O. B. Hardison",https://openlibrary.org/works/OL13703833W,openlibrary
Health & Medicine,Drugs/Alcohol/Pharmacology,"Poisons, Their Effects and Detection",Alexander Wynter Blyth,https://www.gutenberg.org/ebooks/42709,gutenberg
Social Sciences & Society,Politics,Politics: A Treatise on Government,Aristotle,https://www.gutenberg.org/ebooks/6762,gutenberg
Social Sciences & Society,Politics,Πολιτικά (Politiká),Aristotle,https://openlibrary.org/works/OL16247898W,openlibrary
Literature,Classics of Literature,Pollyanna,"Eleanor Hodgman Porter, Porter, Neil Reed, Lee Giles",https://openlibrary.org/works/OL2775807W,openlibrary
Science & Technology,Engineering & Technology,Prey,Michael Crichton,https://openlibrary.org/works/OL46883W,openlibrary
Literature,British Literature,Pride and Prejudice,Jane Austen,https://www.gutenberg.org/ebooks/1342,gutenberg
History,History - Royalty,Princes and Poisoners: Studies of the Court of Louis XIV,Frantz Funck-Brentano,https://www.gutenberg.org/ebooks/43238,gutenberg
Arts & Culture,Music,"Principles of Orchestration, with Musical Examples Drawn from His Own Works",Nikolay Rimsky-Korsakov,https://www.gutenberg.org/ebooks/33900,gutenberg
Social Sciences & Society,Politics,Principles of Political Economy,John Stuart Mill,https://openlibrary.org/works/OL1068184W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Psycho-cybernetics,"Maxwell Maltz, Maxwell maltz, M. Maltz, Maxwell Maltz, Maltz, Maxwell, M.D., F.I.C.S., Naxwell Maltz",https://openlibrary.org/works/OL99079W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Psychology,"Dennis Coon, John O. Mitterer",https://openlibrary.org/works/OL90590W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Psychology of the Unconscious,C. G. Jung,https://www.gutenberg.org/ebooks/65903,gutenberg
Social Sciences & Society,Psychiatry/Psychology,Psychology principles in practice,Spencer A. Rathus,https://openlibrary.org/works/OL2035732W,openlibrary
Social Sciences & Society,Law & Criminology,Psychopathia sexualis: With especial reference to contrary sexual instinct,R. von Krafft-Ebing,https://www.gutenberg.org/ebooks/64931,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,Qualitative Research in Gambling,Rebecca Cassidy,https://openlibrary.org/works/OL17575819W,openlibrary
Science & Technology,Science - Physics,Quantenmechanik,"Walter Greiner, Berndt Müller",https://openlibrary.org/works/OL2686142W,openlibrary
Science & Technology,Science - Physics,Quantum measurement,"V. B. Braginskii, Vladimir B. Braginsky, Farid Ya Khalili, Kip S. Thorne",https://openlibrary.org/works/OL13643096W,openlibrary
Science & Technology,Science - Physics,Quantum metrology and fundamental physical constants,"NATO Advanced Study Institute on Quantum Metrology and Fundamental Physical Constants (1981 Erice, Italy), A.A. Lucas, Paul H. Cutler, A. North",https://openlibrary.org/works/OL5594774W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,Queer,"Meg-John Barker, Jules Scheele, Valentine Dervaux, Rémy Toulouse, Emmanuel Beaubatie",https://openlibrary.org/works/OL19671749W,openlibrary
History,Archaeology & Anthropology,Race Matters,Cornel West,https://openlibrary.org/works/OL894088W,openlibrary
Social Sciences & Society,Old Age & the Elderly,Reauthorization of the Older Americans Act,United States. Congress. House. Select Committee on Aging. Subcommittee on Retirement Income and Employment.,https://openlibrary.org/works/OL3580501W,openlibrary
Social Sciences & Society,Old Age & the Elderly,Rehabilitation interventions for the institutionalized elderly,Ellen D. Taira,https://openlibrary.org/works/OL18327851W,openlibrary
History,History - Ancient,Religion and Lust,Jr. James Weir,https://www.gutenberg.org/ebooks/26071,gutenberg
Literature,Biographies,Reminiscences of a Stock Operator,Edwin Lefevre,https://www.gutenberg.org/ebooks/60979,gutenberg
Education & Reference,Reports & Conference Proceedings,Report of the President's Commission on the Assassination of President John F. Kennedy,United States. Warren Commission,https://www.gutenberg.org/ebooks/58031,gutenberg
Education & Reference,Reports & Conference Proceedings,RESEARCH IN HOSPITAL USES,AMERICAN HOSPITAL ASSOCIATION AND THE PUBLIC HEALTH SERVICE,https://openlibrary.org/works/OL43328562W,openlibrary
Social Sciences & Society,Law & Criminology,Research methods for criminal justice and criminology,Michael G. Maxfield,https://openlibrary.org/works/OL2696927W,openlibrary
Social Sciences & Society,Law & Criminology,Resist not evil,Clarence Darrow,https://www.gutenberg.org/ebooks/76531,gutenberg
Social Sciences & Society,Law & Criminology,Restorative Justice,Gerry Johnstone,https://openlibrary.org/works/OL2561004W,openlibrary
History,History - Other,"Revelations of divine love, recorded by Julian, anchoress at Norwich, A.D. 1373","Julian of Norwich, Warrack, Grace Harriet, 1855-1932, Julian, Frances Beer, Edmund Colledge, James Walsh, Jean Leclercq, John Skinner",https://openlibrary.org/works/OL742115W,openlibrary
Education & Reference,Journals,Revue de l'Histoire des Religions,"Maurice Vernes, Jean Réville, Léon Marillier, René Dussaud, Paul Alphandéry",https://openlibrary.org/works/OL13123982W,openlibrary
Education & Reference,Teaching & Education,"Rich Dad, Poor Dad","Robert T. Kiyosaki, Sharon L. Lechter",https://openlibrary.org/works/OL2010879W,openlibrary
Education & Reference,Reports & Conference Proceedings,Right from the start '81,"Victoria Shennan, Joan Bicknell",https://openlibrary.org/works/OL19382102W,openlibrary
Literature,British Literature,"Right Ho, Jeeves",P. G. Wodehouse,https://www.gutenberg.org/ebooks/10554,gutenberg
Social Sciences & Society,Politics,Rights of Man,"Thomas Paine, T. Paine, Thomas Thomas Paine",https://openlibrary.org/works/OL60359W,openlibrary
History,History - Ancient,Rime of the ancient mariner,Samuel Taylor Coleridge,https://openlibrary.org/works/OL26130W,openlibrary
Literature,American Literature,Rip Van Winkle,Washington Irving,https://www.gutenberg.org/ebooks/60976,gutenberg
History,History - Other,Rizal's own story of his life,José Rizal,https://www.gutenberg.org/ebooks/48438,gutenberg
History,History - Other,Romance of the three kingdoms,"Luo Guanzhong, C. H. Brewitt-Taylor",https://openlibrary.org/works/OL1961811W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Romantic Love and Personal Beauty,Henry T. Finck,https://www.gutenberg.org/ebooks/60054,gutenberg
Literature,British Literature,Romeo and Juliet,William Shakespeare,https://www.gutenberg.org/ebooks/1513,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,Round the year with the stars,Garrett Putman Serviss,https://www.gutenberg.org/ebooks/68391,gutenberg
Arts & Culture,Architecture,Royal Palaces and Parks of France,M. F. Mansfield,https://www.gutenberg.org/ebooks/25842,gutenberg
History,History - Religious,Saint Francis of Assisi,"Gilbert Keith Chesterton, Doyle Kim, Chesterton Books Staff, S. C. G. Jerome",https://openlibrary.org/works/OL76399W,openlibrary
Literature,British Literature,Salomé,Oscar Wilde,https://openlibrary.org/works/OL14877882W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,"Samantha Among the Brethren, Complete",Marietta Holley,https://www.gutenberg.org/ebooks/9450,gutenberg
Health & Medicine,Nutrition,Science in the Kitchen,E. E. Kellogg,https://www.gutenberg.org/ebooks/12238,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,"Scientific American, Volume 40, No. 13, March 29, 1879",Various,https://www.gutenberg.org/ebooks/18866,gutenberg
Education & Reference,Reports & Conference Proceedings,"Scientific American, Volume XXIV., No. 12, March 18, 1871",Various,https://www.gutenberg.org/ebooks/19180,gutenberg
Education & Reference,Journals,"Scientific American, Volume XXXVI., No. 8, February 24, 1877",Various,https://www.gutenberg.org/ebooks/19406,gutenberg
Science & Technology,Engineering & Technology,"Scientific American, Vol. XXXVII.—No. 2. [New Series.], July 14, 1877",Various,https://www.gutenberg.org/ebooks/38481,gutenberg
Health & Medicine,Nutrition,"Scurvy, Past and Present",Alfred F. Hess,https://www.gutenberg.org/ebooks/40505,gutenberg
Arts & Culture,Fashion,Second chance,Danielle Steel,https://openlibrary.org/works/OL19714W,openlibrary
Literature,Literature - Other,Second Foundation,Isaac Asimov,https://openlibrary.org/works/OL46309W,openlibrary
Social Sciences & Society,Politics,Second Treatise of Government,John Locke,https://www.gutenberg.org/ebooks/7370,gutenberg
Arts & Culture,"Essays, Letters & Speeches",Selected works,Cicero,https://openlibrary.org/works/OL67548W,openlibrary
Arts & Culture,"Essays, Letters & Speeches",Selected Works of Voltairine de Cleyre,Voltairine De Cleyre,https://www.gutenberg.org/ebooks/43098,gutenberg
Arts & Culture,Fashion,"Self-instructor in the art of hair work, dressing hair, making curls, switches, braids, and hair jewelry of every description.",Mark Campbell,https://www.gutenberg.org/ebooks/38658,gutenberg
Education & Reference,Teaching & Education,Self Knowledge and Guide to Sex Instruction: Vital Facts of Life for All Ages,Thomas W. Shannon,https://www.gutenberg.org/ebooks/47947,gutenberg
Social Sciences & Society,Old Age & the Elderly,"Senescence, the Last Half of Life",G. Stanley Hall,https://www.gutenberg.org/ebooks/66534,gutenberg
Literature,Biographies,"Seven pillars of wisdom, a triumph","T. E. Lawrence, Charles Mauron",https://openlibrary.org/works/OL830503W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Sex and Society: Studies in the Social Psychology of Sex,William Isaac Thomas,https://www.gutenberg.org/ebooks/15015,gutenberg
Social Sciences & Society,Psychiatry/Psychology,Sex: Avoided subjects Discussed in Plain English,Henry Stanton,https://www.gutenberg.org/ebooks/23680,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Sex & Character,Otto Weininger,https://www.gutenberg.org/ebooks/61729,gutenberg
Education & Reference,Teaching & Education,Sex-education,Maurice A. Bigelow,https://www.gutenberg.org/ebooks/31352,gutenberg
Education & Reference,Teaching & Education,"Sex in Education; or, A Fair Chance for Girls",Edward H. Clarke,https://www.gutenberg.org/ebooks/18504,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,Sexuality,Jeffrey Weeks,https://openlibrary.org/works/OL2916484W,openlibrary
History,Archaeology & Anthropology,Sexual Life of Primitive People,Hans Fehlinger,https://www.gutenberg.org/ebooks/58475,gutenberg
Literature,Biographies,Shakespeare's family,C. C. Stopes,https://www.gutenberg.org/ebooks/26315,gutenberg
Social Sciences & Society,Old Age & the Elderly,Sheila of Big Wreck Cove: A Story of Cape Cod,James A. Cooper,https://www.gutenberg.org/ebooks/14563,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,"Shelters, Shacks and Shanties",Daniel Carter Beard,https://www.gutenberg.org/ebooks/28255,gutenberg
Literature,German Literature,Siddhartha,Hermann Hesse,https://www.gutenberg.org/ebooks/2500,gutenberg
Literature,American Literature,Sketches New and Old,Mark Twain,https://www.gutenberg.org/ebooks/3189,gutenberg
Science & Technology,Engineering & Technology,Soap-Making Manual,Edgar George Thomssen,https://www.gutenberg.org/ebooks/34114,gutenberg
History,History - European,Society as I Have Found It,Ward McAllister,https://www.gutenberg.org/ebooks/55300,gutenberg
Social Sciences & Society,Politics,"Society in America, Volume 1 (of 2)",Harriet Martineau,https://www.gutenberg.org/ebooks/52621,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,Some Constituents of the Poison Ivy Plant (Rhus Toxicodendron),William Anderson Syme,https://www.gutenberg.org/ebooks/34510,gutenberg
History,History - Religious,Some Jewish Witnesses For Christ,Aaron Bernstein,https://www.gutenberg.org/ebooks/37734,gutenberg
Social Sciences & Society,Old Age & the Elderly,Some Medical Aspects of Old Age,Sir Humphry Davy Rolleston,https://www.gutenberg.org/ebooks/57215,gutenberg
History,History - Religious,Sonnets,William Shakespeare,https://openlibrary.org/works/OL362706W,openlibrary
Literature,"Crime, Thrillers & Mystery",Space Station 1,Frank Belknap Long,https://www.gutenberg.org/ebooks/50290,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,Sportscard counterfeit detector,"Robert F. Lemke, Bob Lemke, Sally Grace",https://openlibrary.org/works/OL1719902W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,"Sports, hobbies, & recreation",Lucia McKay,https://openlibrary.org/works/OL4842251W,openlibrary
Science & Technology,Engineering & Technology,Steam-ships : The story of their development to the present day,R. A. Fletcher,https://www.gutenberg.org/ebooks/72847,gutenberg
Science & Technology,Engineering & Technology,Steve Jobs,Walter Isaacson,https://openlibrary.org/works/OL16085155W,openlibrary
Arts & Culture,Architecture,"St. John's College, Cambridge",Robert Forsyth Scott,https://www.gutenberg.org/ebooks/27320,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,Strength and How to Obtain It,Eugen Sandow,https://www.gutenberg.org/ebooks/65987,gutenberg
Literature,German Literature,Struwwelpeter: Merry Stories and Funny Pictures,Heinrich Hoffmann,https://www.gutenberg.org/ebooks/12116,gutenberg
Social Sciences & Society,Psychiatry/Psychology,"Studies in the Psychology of Sex, Volume 1",Havelock Ellis,https://www.gutenberg.org/ebooks/13610,gutenberg
